fecha,descripcion,referencia,valor,moneda_id,cuenta_id,terceroid,grupoid,conceptoid
2024-12-18,Compra PRICESMART COLOMBIA S.A.S. Fact FECO1563430,FECO1563430,-826701.0,1,,,,
2024-12-18,Compra VELOCITY FULLCOMMERCE S.A.S Fact FEMC142642,FEMC142642,-244860.0,1,,,,
2024-12-11,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE10731,FE10731,-52800.01,1,,,,
2024-12-10,Compra F2X S.A.S. Fact DEFL10103232,DEFL10103232,-12200.0,1,,,,
2024-12-09,Compra COOPERATIVA COLANTA Fact 145E48181,145E48181,-81900.0,1,,,,
2024-12-07,Compra F2X S.A.S. Fact FLYP6492289,FLYP6492289,-2100.0,1,,,,
2024-12-05,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE10579,FE10579,-6999.94,1,,,,
2024-12-03,Compra F2X S.A.S. Fact DEFL8969314,DEFL8969314,-12200.0,1,,,,
2024-12-03,Compra PRICESMART COLOMBIA S.A.S. Fact FECO1190254,FECO1190254,-982401.0,1,,,,
2024-11-30,Compra COOPERATIVA COLANTA Fact 145P641,145P641,-78487.0,1,,,,
2024-11-28,Compra F2X S.A.S. Fact DEFL8219986,DEFL8219986,-12200.0,1,,,,
2024-11-27,Compra COOPERATIVA COLANTA Fact 145E46746,145E46746,-115200.0,1,,,,
2024-11-23,Compra TRANSPORTES RAPIDO OCHOA SA Fact P9581117,P9581117,-121000.0,1,,,,
2024-11-20,Compra Vivero el buen sembrador Fact FELC5177,FELC5177,-41500.0,1,,,,
2024-11-19,Compra F2X S.A.S. Fact DEFL6831380,DEFL6831380,-12200.0,1,,,,
2024-11-19,Compra PRICESMART COLOMBIA S.A.S. Fact FECO882482,FECO882482,-725498.0,1,,,,
2024-11-14,Compra COOPERATIVA COLANTA Fact 145E45129,145E45129,-38400.0,1,,,,
2024-11-14,Compra Plataforma  Digital S.A.S. Fact C25165,C25165,-1404324.0,1,,,,
2024-11-08,Compra PLANTAS DEL TAMBO S.A.S. Fact FE31130,FE31130,-755730.0,1,,,,
2024-11-06,Compra F2X S.A.S. Fact FLYP6302613,FLYP6302613,-3600.0,1,,,,
2024-11-05,Compra F2X S.A.S. Fact DEFL4805151,DEFL4805151,-12200.0,1,,,,
2024-10-31,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE9753,FE9753,-4700.0,1,,,,
2024-10-30,Compra CAPIRO VIVERO S.A.S Fact FE16661,FE16661,-29500.0,1,,,,
2024-10-26,Compra F2X S.A.S. Fact DEFL3508129,DEFL3508129,-12200.0,1,,,,
2024-10-25,Compra Vivero el buen sembrador Fact FELC5121,FELC5121,-1865699.95,1,,,,
2024-10-23,Compra F2X S.A.S. Fact DEFL3059064,DEFL3059064,-12200.0,1,,,,
2024-10-23,Compra PRICESMART COLOMBIA S.A.S. Fact FECO314977,FECO314977,-1470888.0,1,,,,
2024-10-18,Compra F2X S.A.S. Fact DEFL2502460,DEFL2502460,-23800.0,1,,,,
2024-10-10,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE9275,FE9275,-6999.94,1,,,,
